age,gender,cgpa,branch,internships_count,projects_count,coding_skill_score,aptitude_score,communication_skill_score,logical_reasoning_score,mock_interview_score,attendance_percentage,backlogs,placement_status,salary_package_lpa
23,Female,7.07,MBA,3,2,65,98,84,73,90,81.3,0,Placed,12.09
25,Female,9.6,MECH,0,2,76,60,65,44,94,92.2,0,Placed,15.98
24,Female,6.01,CSE,4,4,72,75,56,93,70,93.2,1,Not Placed,0.0
23,Male,9.67,ECE,4,1,81,58,77,61,55,63.4,0,Placed,18.27
23,Male,7.64,AIML,4,3,82,62,42,94,42,63.2,0,Placed,14.62
20,Male,5.5,ECE,3,1,97,44,96,51,45,91.0,3,Not Placed,0.0
20,Male,7.25,MBA,4,0,34,72,72,84,73,69.3,0,Not Placed,0.0
20,Male,6.63,AIML,1,4,77,43,69,70,59,83.8,0,Not Placed,0.0
22,Male,6.41,CIVIL,0,0,53,72,54,93,31,84.4,3,Not Placed,0.0
20,Male,7.71,CSE,2,4,30,86,47,68,97,85.2,0,Placed,10.61
24,Female,7.42,CIVIL,1,4,31,74,69,61,67,73.5,0,Not Placed,0.0
23,Female,7.41,AIML,0,4,39,98,62,87,52,61.6,0,Not Placed,0.0
24,Male,5.44,CSE,2,0,92,81,51,47,58,81.5,1,Not Placed,0.0
25,Male,9.01,CSE,4,4,88,65,78,99,86,80.6,0,Placed,17.6
20,Female,7.41,CIVIL,2,1,35,76,98,76,86,77.3,0,Not Placed,0.0
22,Male,9.1,CSE,3,1,77,61,87,67,44,71.2,0,Placed,16.47
25,Female,9.12,AIML,3,0,65,50,47,60,95,93.7,0,Placed,15.83
22,Female,6.59,MBA,4,2,77,88,48,50,96,74.8,0,Placed,12.52
25,Female,5.02,MBA,4,2,58,65,47,50,47,65.1,2,Not Placed,0.0
23,Female,9.56,AIML,1,0,70,80,77,62,90,90.3,0,Placed,15.75
24,Male,8.8,CIVIL,1,4,61,52,72,81,68,85.5,0,Placed,13.99
21,Female,5.54,ECE,3,4,34,53,87,52,36,72.4,2,Not Placed,0.0
24,Male,8.51,AIML,0,4,46,80,72,82,55,66.0,0,Placed,12.17
20,Male,5.1,MBA,1,0,53,88,84,66,53,77.6,3,Not Placed,0.0
21,Male,5.14,AIML,0,4,35,46,50,62,66,62.6,1,Not Placed,0.0
22,Male,7.63,CSE,3,1,57,55,62,90,52,68.9,0,Not Placed,0.0
23,Male,5.48,CSE,1,4,49,59,82,72,62,98.6,2,Not Placed,0.0
23,Male,9.82,AIML,0,0,48,84,90,92,31,66.0,0,Placed,14.43
22,Female,9.47,CIVIL,0,4,37,85,90,65,59,71.0,0,Placed,13.22
20,Female,8.25,ECE,1,1,47,89,82,82,90,65.6,0,Not Placed,0.0
22,Male,5.32,CSE,4,0,66,99,64,75,41,96.5,2,Not Placed,0.0
25,Male,6.62,MBA,2,2,90,82,54,72,78,97.0,0,Placed,12.31
20,Male,6.86,CSE,4,0,74,66,49,92,35,62.4,0,Not Placed,0.0
21,Female,7.4,MBA,2,3,67,73,59,77,39,95.9,0,Placed,12.35
22,Male,5.84,ECE,0,2,31,61,55,94,90,65.7,1,Not Placed,0.0
20,Female,7.89,CSE,1,2,84,77,74,55,79,75.9,0,Placed,13.76
21,Male,7.18,CIVIL,3,0,44,76,100,49,92,83.5,0,Not Placed,0.0
22,Female,9.74,MBA,1,3,88,42,73,82,33,78.5,0,Placed,17.37
23,Male,9.68,CSE,4,2,34,66,60,99,33,65.4,0,Placed,15.58
22,Male,7.83,CSE,2,4,49,46,96,87,66,91.7,0,Placed,12.1
24,Male,8.22,AIML,1,3,41,74,85,80,98,87.5,0,Placed,11.74
22,Male,5.69,CIVIL,2,3,86,84,86,83,84,97.6,2,Not Placed,0.0
24,Female,6.12,CIVIL,4,0,97,98,99,91,62,74.1,3,Not Placed,0.0
21,Female,9.5,AIML,4,0,48,62,95,56,81,77.2,0,Placed,15.99
22,Male,8.5,MBA,1,0,56,41,79,91,92,74.0,0,Not Placed,0.0
21,Female,5.95,MECH,3,3,82,63,40,82,51,62.5,2,Not Placed,0.0
21,Male,7.85,ECE,3,1,71,41,64,62,85,62.2,0,Not Placed,0.0
20,Female,9.67,CIVIL,2,0,74,89,95,40,87,90.5,0,Placed,16.95
21,Male,6.73,MECH,1,1,97,75,85,68,54,71.4,0,Not Placed,0.0
21,Female,5.93,MBA,0,2,97,97,98,64,30,79.5,1,Not Placed,0.0
22,Male,9.71,ECE,4,4,53,56,53,45,57,99.2,0,Placed,16.69
22,Male,7.31,CIVIL,2,4,65,50,100,49,77,60.7,0,Not Placed,0.0
23,Male,7.09,CSE,4,1,34,46,58,79,95,80.7,0,Not Placed,0.0
20,Male,6.34,CIVIL,2,3,56,41,47,93,84,80.7,1,Not Placed,0.0
21,Female,9.46,ECE,1,4,66,54,80,53,31,99.9,0,Placed,15.56
20,Male,9.23,MECH,2,1,56,85,54,62,62,93.4,0,Placed,15.01
24,Female,7.01,CSE,2,0,76,70,83,58,78,62.7,0,Not Placed,0.0
21,Female,5.15,ECE,0,1,93,85,57,95,65,66.3,2,Not Placed,0.0
20,Female,7.23,MBA,2,2,35,45,40,92,59,61.4,0,Not Placed,0.0
23,Female,5.9,ECE,3,1,85,76,86,70,47,67.9,3,Not Placed,0.0
23,Female,5.71,CIVIL,2,0,43,85,72,78,65,68.5,2,Not Placed,0.0
21,Female,6.97,MBA,2,1,51,92,40,78,53,63.6,0,Not Placed,0.0
24,Female,5.5,AIML,1,0,84,68,92,77,30,81.1,3,Not Placed,0.0
23,Male,9.79,AIML,2,0,81,43,73,58,75,99.0,0,Placed,17.45
23,Female,5.24,CSE,0,2,85,85,43,82,53,92.2,3,Not Placed,0.0
24,Female,7.01,ECE,1,2,35,76,56,40,50,68.1,0,Not Placed,0.0
20,Female,5.81,MECH,4,4,49,51,41,77,58,91.3,3,Not Placed,0.0
23,Male,8.44,CSE,3,0,83,66,78,52,93,99.3,0,Placed,15.54
22,Male,5.39,MBA,3,0,31,64,96,96,39,93.4,2,Not Placed,0.0
25,Female,7.73,CSE,4,0,59,84,93,89,42,78.7,0,Placed,13.41
25,Female,8.87,CIVIL,2,4,83,100,49,73,40,70.8,0,Placed,15.97
23,Male,9.75,MBA,0,3,33,51,81,97,87,89.9,0,Placed,13.51
20,Male,8.49,MECH,0,2,100,99,84,56,35,91.5,0,Placed,15.25
20,Male,5.5,ECE,0,2,76,56,76,71,80,71.9,2,Not Placed,0.0
21,Female,5.44,MBA,0,0,48,89,65,88,39,69.0,2,Not Placed,0.0
22,Male,8.66,ECE,2,4,71,51,66,73,93,86.9,0,Placed,14.8
20,Female,6.08,ECE,4,0,71,70,78,72,64,95.5,3,Not Placed,0.0
24,Female,7.24,CSE,4,2,80,94,64,83,46,60.8,0,Placed,13.86
22,Female,9.88,CIVIL,3,4,32,48,68,67,32,99.5,0,Placed,15.26
25,Male,9.1,CSE,4,1,66,58,85,83,59,67.7,0,Placed,16.28
22,Female,9.23,AIML,0,2,51,93,57,98,56,74.0,0,Placed,13.68
24,Female,9.3,AIML,2,1,62,68,61,68,74,62.1,0,Placed,15.54
23,Male,8.1,ECE,1,3,78,92,90,93,33,62.2,0,Placed,13.91
24,Male,8.72,CIVIL,1,1,83,64,65,76,62,70.9,0,Placed,15.28
24,Female,6.79,MBA,0,4,91,54,99,63,72,82.6,0,Not Placed,0.0
23,Female,9.99,ECE,3,1,64,48,65,87,60,96.0,0,Placed,17.38
23,Female,6.4,MBA,1,3,58,52,91,55,48,62.8,3,Not Placed,0.0
23,Male,7.95,ECE,0,2,95,86,60,52,40,81.8,0,Placed,13.97
23,Male,6.41,CSE,2,3,79,83,60,65,66,76.6,1,Not Placed,0.0
23,Male,5.56,ECE,1,4,43,81,81,46,90,99.6,3,Not Placed,0.0
24,Female,7.84,ECE,0,1,77,42,47,83,31,67.5,0,Not Placed,0.0
21,Female,6.77,CIVIL,1,1,73,97,92,53,79,74.8,0,Not Placed,0.0
21,Male,7.92,CIVIL,2,4,30,49,41,91,56,61.3,0,Not Placed,0.0
20,Male,7.79,MBA,4,0,57,57,85,71,79,96.6,0,Placed,13.47
21,Female,7.71,CIVIL,4,4,32,100,73,80,53,84.9,0,Placed,11.89
25,Female,5.62,ECE,2,4,100,49,51,50,57,83.5,3,Not Placed,0.0
21,Male,7.2,CIVIL,2,3,77,75,88,71,85,61.9,0,Placed,12.5
24,Female,9.06,CIVIL,4,3,61,99,57,50,63,64.0,0,Placed,15.87
23,Female,6.58,MECH,2,4,38,67,56,59,62,91.6,0,Not Placed,0.0
23,Male,7.22,MECH,2,2,86,96,54,96,52,82.0,0,Placed,13.18
24,Male,7.47,AIML,2,1,75,42,42,91,37,68.0,0,Not Placed,0.0
25,Male,9.31,CSE,4,4,87,59,60,73,62,82.0,0,Placed,17.83
21,Male,8.28,CSE,4,0,85,57,58,86,93,98.7,0,Placed,15.96
24,Female,5.5,CIVIL,1,1,44,88,98,89,48,64.1,2,Not Placed,0.0
20,Male,9.33,AIML,4,2,90,76,94,100,41,98.8,0,Placed,18.13
23,Male,9.16,AIML,1,4,45,59,97,93,33,91.0,0,Placed,13.73
22,Male,8.77,MBA,4,2,75,49,71,61,92,65.8,0,Placed,16.25
20,Male,7.33,MECH,3,1,100,73,50,62,73,92.6,0,Placed,14.7
25,Female,8.79,AIML,1,0,64,61,57,68,50,89.8,0,Placed,14.1
20,Male,7.39,ECE,2,1,95,60,92,51,41,83.0,0,Placed,14.03
24,Male,8.68,MBA,3,1,86,72,68,78,100,91.0,0,Placed,16.28
21,Female,9.4,CIVIL,4,4,63,55,42,70,47,65.6,0,Placed,16.59
23,Male,9.45,ECE,4,1,60,81,89,68,68,88.9,0,Placed,16.64
25,Female,7.27,CSE,3,4,41,74,43,70,62,85.6,0,Placed,11.08
25,Male,9.3,MECH,0,4,94,75,67,51,68,71.4,0,Placed,16.46
22,Female,5.51,ECE,2,2,76,40,48,74,60,87.6,1,Not Placed,0.0
20,Female,5.51,CIVIL,1,0,94,99,96,81,56,87.2,1,Not Placed,0.0
22,Male,7.74,ECE,3,4,30,51,77,94,70,69.6,0,Not Placed,0.0
21,Female,8.26,ECE,1,3,96,52,46,96,56,65.9,0,Placed,15.2
21,Male,5.76,AIML,4,2,43,98,40,80,39,74.5,1,Not Placed,0.0
22,Female,7.36,MECH,0,4,83,47,74,66,52,76.0,0,Not Placed,0.0
23,Male,5.47,CSE,0,4,39,90,86,54,62,93.0,3,Not Placed,0.0
21,Female,8.01,CIVIL,1,2,96,70,73,69,55,77.4,0,Placed,14.77
22,Male,9.28,MBA,4,1,79,44,48,46,60,89.5,0,Placed,17.41
20,Female,8.69,MBA,0,4,65,83,65,75,56,78.5,0,Placed,13.59
22,Female,6.89,CIVIL,2,0,40,90,47,85,42,62.7,0,Not Placed,0.0
22,Female,9.97,CSE,4,4,32,75,58,63,77,86.1,0,Placed,15.74
24,Male,8.31,CIVIL,3,2,68,86,65,57,84,95.8,0,Placed,14.36
21,Male,9.08,AIML,3,3,39,64,85,63,87,80.7,0,Placed,14.09
23,Male,8.35,MBA,3,2,80,84,95,71,76,88.1,0,Placed,15.14
23,Male,9.95,MBA,2,2,61,52,49,51,76,91.2,0,Placed,16.61
24,Male,9.11,ECE,4,0,81,74,95,67,100,78.7,0,Placed,17.28
25,Male,7.6,AIML,1,1,76,71,82,50,73,70.0,0,Not Placed,0.0
23,Male,6.83,MBA,1,0,42,47,69,42,34,94.4,0,Not Placed,0.0
22,Male,8.41,AIML,4,0,96,61,79,76,35,93.1,0,Placed,16.75
24,Male,7.95,AIML,2,4,82,45,75,42,48,94.4,0,Placed,14.37
20,Male,8.15,CSE,4,3,82,88,94,68,38,93.0,0,Placed,15.6
21,Male,6.72,MBA,1,2,44,99,97,71,64,65.3,0,Not Placed,0.0
21,Female,7.14,MECH,4,0,82,50,70,93,63,76.6,0,Not Placed,0.0
21,Male,7.79,CSE,3,0,71,46,47,77,92,67.7,0,Not Placed,0.0
22,Male,9.2,CSE,4,1,58,54,81,70,56,66.2,0,Placed,15.91
20,Male,8.81,AIML,0,1,76,43,86,95,75,91.3,0,Placed,14.54
24,Male,5.59,MECH,4,3,59,79,52,40,74,79.3,1,Not Placed,0.0
24,Female,6.23,CSE,1,2,43,96,76,76,41,63.6,1,Not Placed,0.0
21,Male,5.13,MECH,1,0,88,73,69,60,68,76.2,1,Not Placed,0.0
20,Male,5.04,MBA,1,4,93,95,96,85,31,99.7,2,Not Placed,0.0
20,Female,6.12,AIML,3,1,73,82,54,80,76,68.5,2,Not Placed,0.0
20,Female,9.0,CSE,1,0,43,79,96,81,82,75.9,0,Placed,13.21
23,Male,9.52,MECH,0,4,54,61,74,59,35,83.8,0,Placed,14.41
23,Male,6.96,CIVIL,4,0,73,69,42,93,85,68.0,0,Not Placed,0.0
21,Male,7.82,CSE,2,3,90,58,68,99,51,98.7,0,Placed,14.51
20,Male,8.53,CSE,1,3,31,76,63,50,40,85.4,0,Placed,11.59
25,Male,9.76,CSE,4,4,72,89,84,98,69,69.2,0,Placed,18.02
20,Female,9.56,MECH,3,1,38,77,62,49,71,77.9,0,Placed,15.24
24,Male,5.29,ECE,4,3,90,69,48,94,36,74.4,3,Not Placed,0.0
24,Female,6.24,MBA,1,1,96,71,100,42,100,64.9,1,Not Placed,0.0
21,Male,5.25,CSE,1,4,53,58,41,99,60,71.4,1,Not Placed,0.0
25,Male,8.08,CIVIL,1,4,94,91,54,87,85,82.1,0,Placed,14.58
20,Female,8.55,CIVIL,0,0,67,64,71,93,99,63.5,0,Not Placed,0.0
25,Male,6.54,AIML,4,4,99,97,57,53,65,61.9,0,Placed,13.75
21,Male,9.27,ECE,2,0,34,76,94,84,65,81.7,0,Placed,13.76
24,Male,7.26,ECE,0,1,97,84,68,84,32,77.4,0,Not Placed,0.0
24,Male,9.99,MECH,2,0,96,62,79,70,86,67.5,0,Placed,18.77
23,Male,5.0,AIML,1,1,59,51,42,74,60,88.5,2,Not Placed,0.0
21,Male,5.55,MECH,2,3,91,48,72,99,93,63.5,3,Not Placed,0.0
21,Male,6.51,AIML,2,1,36,100,97,93,59,70.8,0,Not Placed,0.0
20,Male,5.13,MBA,0,2,80,76,46,88,72,64.1,3,Not Placed,0.0
20,Female,8.91,ECE,0,0,61,56,69,48,69,89.1,0,Not Placed,0.0
23,Male,5.26,MBA,4,3,55,89,66,93,35,85.3,2,Not Placed,0.0
22,Male,8.74,MECH,2,1,72,74,77,45,54,67.5,0,Placed,15.25
25,Female,5.26,AIML,0,4,91,90,68,68,55,82.3,2,Not Placed,0.0
22,Female,6.26,ECE,4,0,60,86,70,91,96,87.9,2,Not Placed,0.0
22,Male,9.21,ECE,2,1,52,88,40,85,51,61.4,0,Placed,14.72
21,Male,9.76,CSE,2,3,93,80,80,92,71,86.5,0,Placed,18.2
25,Female,7.07,MECH,1,4,84,69,82,91,74,72.5,0,Placed,12.37
21,Male,9.85,CSE,0,0,45,96,66,61,36,65.4,0,Placed,14.61
25,Female,8.13,ECE,3,3,38,99,66,94,66,92.8,0,Placed,12.35
24,Female,7.08,MECH,0,4,33,43,93,88,57,84.2,0,Not Placed,0.0
21,Male,9.01,MECH,1,2,68,80,68,85,92,81.9,0,Placed,14.78
21,Male,6.48,MBA,4,4,73,43,44,42,90,93.5,1,Not Placed,0.0
21,Female,6.33,CIVIL,0,0,70,63,42,41,79,70.6,1,Not Placed,0.0
23,Male,8.28,AIML,2,2,42,42,68,98,35,60.6,0,Not Placed,0.0
21,Male,6.95,CIVIL,3,1,41,48,80,67,93,97.9,0,Not Placed,0.0
20,Male,5.68,CIVIL,4,2,53,50,78,76,58,70.5,3,Not Placed,0.0
20,Female,5.33,ECE,0,2,77,71,91,95,60,85.3,1,Not Placed,0.0
25,Female,8.94,MBA,4,2,61,82,52,44,35,99.1,0,Placed,15.79
24,Female,8.38,AIML,2,4,67,91,72,48,92,69.3,0,Placed,14.03
23,Female,7.06,CIVIL,3,2,95,100,99,71,63,99.7,0,Placed,14.01
25,Male,9.48,CIVIL,2,2,83,79,59,56,53,81.5,0,Placed,17.06
20,Female,7.05,MECH,3,1,50,68,42,50,87,98.4,0,Not Placed,0.0
23,Male,8.55,ECE,4,2,60,73,45,77,88,63.4,0,Placed,14.89
23,Female,9.55,CIVIL,0,4,93,87,82,74,53,81.2,0,Placed,16.76
24,Male,9.2,AIML,3,3,81,94,56,86,91,97.8,0,Placed,16.82
23,Male,7.56,CSE,2,3,64,73,98,57,31,66.2,0,Placed,12.42
21,Female,8.4,CSE,3,4,45,60,86,75,79,71.0,0,Placed,13.11
23,Male,7.07,ECE,4,4,69,64,43,58,64,68.5,0,Placed,12.95
24,Female,8.24,CSE,4,2,67,60,72,98,72,98.6,0,Placed,14.81
25,Female,6.29,MECH,4,4,86,59,72,64,64,70.5,1,Not Placed,0.0
24,Male,7.17,MECH,0,2,32,63,45,85,35,64.8,0,Not Placed,0.0
24,Male,6.05,AIML,4,0,66,44,93,99,85,91.9,1,Not Placed,0.0
20,Female,5.19,MBA,0,1,31,80,80,96,52,80.5,3,Not Placed,0.0
21,Male,7.94,ECE,1,1,32,96,53,79,59,83.6,0,Not Placed,0.0
20,Female,9.32,ECE,3,1,76,41,85,70,71,84.3,0,Placed,16.74
25,Female,5.13,CSE,2,0,56,97,98,62,49,84.5,2,Not Placed,0.0
22,Female,5.98,CIVIL,0,1,92,48,46,97,40,78.2,3,Not Placed,0.0
25,Female,7.3,CIVIL,0,2,67,82,45,90,86,99.0,0,Not Placed,0.0
21,Female,8.33,MBA,2,3,73,47,90,53,56,67.0,0,Placed,14.36
23,Female,5.86,CIVIL,3,1,37,71,42,66,82,98.3,3,Not Placed,0.0
24,Female,5.28,MBA,4,1,52,97,76,74,36,71.7,1,Not Placed,0.0
22,Female,7.6,AIML,3,2,35,46,61,52,77,67.6,0,Not Placed,0.0
21,Male,9.09,ECE,0,2,54,77,77,94,66,85.0,0,Placed,13.72
20,Male,5.18,CSE,4,1,88,59,47,75,70,95.7,2,Not Placed,0.0
24,Female,6.75,AIML,1,4,86,98,63,63,55,74.5,0,Placed,11.87
25,Male,8.32,MECH,2,0,87,86,52,72,92,63.0,0,Placed,15.39
20,Male,5.65,MECH,3,3,45,54,52,88,32,81.5,3,Not Placed,0.0
21,Male,6.18,MECH,4,3,55,78,40,46,86,99.4,3,Not Placed,0.0
21,Female,7.68,MBA,2,0,76,67,90,48,83,75.6,0,Not Placed,0.0
25,Male,9.77,MBA,3,1,69,70,92,89,99,60.8,0,Placed,17.09
22,Male,6.44,ECE,0,1,48,99,80,60,87,80.0,3,Not Placed,0.0
25,Male,7.44,MECH,0,1,73,61,75,71,49,75.3,0,Not Placed,0.0
23,Female,7.0,MBA,0,1,55,79,71,41,80,62.7,0,Not Placed,0.0
20,Male,9.49,MBA,1,1,81,88,44,83,69,95.0,0,Placed,16.3
22,Male,5.36,CIVIL,0,3,66,90,88,96,46,84.8,3,Not Placed,0.0
24,Male,7.83,MBA,0,1,76,63,46,64,70,66.2,0,Not Placed,0.0
23,Male,9.23,MECH,0,2,43,73,89,40,94,97.0,0,Placed,13.17
22,Female,9.94,AIML,4,4,55,48,84,50,42,83.0,0,Placed,17.35
20,Female,8.49,MECH,2,1,76,100,71,55,93,87.6,0,Placed,14.92
21,Male,6.9,CIVIL,1,2,42,41,67,62,81,83.3,0,Not Placed,0.0
24,Male,7.06,MECH,3,3,40,84,72,54,41,99.1,0,Placed,10.69
25,Female,6.76,CSE,1,2,31,64,85,66,93,95.6,0,Not Placed,0.0
20,Male,8.02,CIVIL,2,0,59,51,53,55,73,60.7,0,Not Placed,0.0
23,Male,8.7,ECE,0,0,53,94,52,85,41,60.6,0,Not Placed,0.0
23,Male,9.1,MECH,0,2,52,43,68,72,55,79.5,0,Placed,13.4
21,Male,7.08,MBA,3,1,99,90,89,78,71,72.6,0,Placed,14.15
21,Male,8.58,AIML,1,1,36,79,79,47,57,81.6,0,Not Placed,0.0
24,Female,9.58,MECH,1,1,76,97,40,87,73,73.5,0,Placed,16.27
25,Male,9.6,AIML,3,2,39,52,86,40,77,95.1,0,Placed,15.16
24,Male,8.52,CSE,1,0,59,68,88,58,79,66.8,0,Not Placed,0.0
21,Male,8.18,ECE,1,0,77,71,88,65,40,62.3,0,Not Placed,0.0
21,Male,7.66,MBA,1,3,54,66,66,76,65,73.7,0,Not Placed,0.0
23,Male,5.92,CIVIL,3,0,53,69,69,97,58,65.6,3,Not Placed,0.0
21,Male,5.62,CIVIL,3,0,41,85,73,94,69,83.7,2,Not Placed,0.0
22,Male,7.43,ECE,2,4,100,78,85,92,46,78.9,0,Placed,14.45
20,Female,5.8,CSE,1,0,63,97,40,86,66,88.3,1,Not Placed,0.0
21,Female,7.88,CSE,2,2,32,99,73,42,78,62.9,0,Not Placed,0.0
24,Male,8.23,MECH,4,1,35,40,98,63,82,90.2,0,Not Placed,0.0
25,Male,7.63,CSE,4,2,88,50,46,61,98,71.1,0,Placed,15.01
25,Female,5.18,MECH,1,1,56,62,40,40,52,86.9,3,Not Placed,0.0
25,Male,5.29,AIML,0,1,65,88,81,78,83,71.6,1,Not Placed,0.0
22,Male,5.57,ECE,4,3,90,56,57,48,39,93.4,1,Not Placed,0.0
24,Female,5.77,AIML,0,0,100,54,74,72,76,93.4,1,Not Placed,0.0
22,Female,9.95,AIML,2,3,94,66,89,62,56,72.3,0,Placed,18.44
21,Male,6.72,AIML,1,1,34,92,58,73,61,96.4,0,Not Placed,0.0
20,Male,6.46,AIML,2,4,71,49,52,88,85,72.8,1,Not Placed,0.0
25,Female,5.26,CIVIL,2,4,43,55,62,100,80,95.8,2,Not Placed,0.0
24,Male,8.18,CSE,3,3,94,76,41,88,75,67.7,0,Placed,15.79
25,Female,8.26,ECE,1,3,41,67,42,74,64,71.5,0,Placed,11.89
22,Male,5.88,ECE,3,0,31,41,61,88,60,95.4,2,Not Placed,0.0
23,Male,9.6,MBA,2,3,43,78,75,49,64,63.2,0,Placed,15.0
21,Male,9.0,AIML,0,3,96,74,88,71,91,88.1,0,Placed,16.01
20,Female,6.15,ECE,1,2,96,54,47,41,65,87.3,2,Not Placed,0.0
21,Female,7.43,MECH,1,3,43,98,62,46,89,98.9,0,Placed,10.41
23,Male,7.29,ECE,4,3,63,50,47,63,78,98.9,0,Placed,12.84
20,Female,6.74,AIML,0,2,74,72,96,42,98,79.2,0,Not Placed,0.0
23,Female,9.09,ECE,0,1,38,94,64,94,98,86.3,0,Placed,12.61
21,Female,5.55,CSE,2,1,39,55,74,51,49,66.2,3,Not Placed,0.0
22,Female,7.08,AIML,2,2,37,50,86,78,77,69.0,0,Not Placed,0.0
21,Male,7.14,CIVIL,2,0,58,59,50,81,67,82.3,0,Not Placed,0.0
21,Male,7.34,CSE,4,3,90,91,80,75,84,69.5,0,Placed,14.76
21,Female,9.31,ECE,0,0,83,58,82,66,40,68.7,0,Placed,15.68
24,Female,6.09,CIVIL,3,4,68,78,45,40,78,60.9,2,Not Placed,0.0
23,Male,5.51,MBA,0,0,62,89,81,85,41,62.9,3,Not Placed,0.0
23,Male,8.09,CSE,3,3,52,62,81,75,75,88.5,0,Placed,13.1
25,Female,5.87,MBA,1,1,69,99,89,71,60,60.6,2,Not Placed,0.0
23,Male,5.37,MECH,3,3,52,49,84,66,69,95.8,3,Not Placed,0.0
25,Female,7.13,CSE,1,3,88,47,56,99,56,63.1,0,Not Placed,0.0
24,Male,6.1,CIVIL,2,3,79,41,75,83,54,66.3,2,Not Placed,0.0
22,Female,6.81,MBA,0,0,93,95,96,70,79,73.6,0,Not Placed,0.0
25,Male,6.3,MECH,2,1,85,46,57,72,64,89.1,2,Not Placed,0.0
21,Male,5.46,MBA,0,1,72,65,72,85,72,88.0,2,Not Placed,0.0
22,Male,7.8,ECE,3,0,87,79,100,97,81,69.9,0,Placed,14.72
24,Female,5.14,AIML,0,0,41,58,57,71,34,73.1,1,Not Placed,0.0
23,Female,9.83,MBA,3,0,65,45,46,43,68,92.8,0,Placed,17.11
25,Female,6.71,ECE,0,4,35,72,68,92,92,79.9,0,Not Placed,0.0
21,Male,8.48,AIML,1,4,61,94,44,64,48,78.3,0,Placed,13.39
20,Female,9.05,AIML,3,3,94,50,55,78,47,85.3,0,Placed,17.39
20,Female,6.4,CIVIL,2,4,89,91,70,68,58,78.3,1,Placed,11.91
22,Female,8.74,MECH,2,0,83,75,44,96,46,77.4,0,Placed,15.58
23,Female,9.16,MECH,2,0,53,51,49,48,44,91.9,0,Placed,14.62
20,Male,6.21,CSE,2,0,58,67,68,53,69,97.3,2,Not Placed,0.0
22,Female,9.96,ECE,1,1,37,48,68,95,32,82.0,0,Placed,14.63
24,Female,5.1,CIVIL,1,1,42,62,55,89,67,71.6,1,Not Placed,0.0
22,Female,6.09,MBA,4,4,92,79,43,44,38,98.0,2,Not Placed,0.0
22,Female,8.9,ECE,4,2,54,45,40,91,77,88.1,0,Placed,15.3
22,Male,5.97,MBA,4,2,58,89,47,56,86,86.2,3,Not Placed,0.0
21,Female,8.49,MBA,4,0,88,58,67,71,78,84.3,0,Placed,16.5
22,Male,9.28,MBA,0,1,90,59,40,45,31,89.6,0,Placed,15.98
25,Male,9.8,CSE,3,3,55,57,97,44,62,91.0,0,Placed,16.49
22,Female,7.37,CSE,2,4,97,66,67,68,45,91.6,0,Placed,14.33
21,Male,9.86,CIVIL,0,1,51,72,42,97,34,99.0,0,Placed,14.79
21,Male,7.06,CSE,1,0,36,68,89,100,82,76.4,0,Not Placed,0.0
24,Female,6.09,CIVIL,2,0,86,48,41,67,92,69.7,1,Not Placed,0.0
23,Male,7.57,CSE,3,2,91,84,64,100,85,75.8,0,Placed,14.63
20,Male,8.25,MECH,3,0,47,83,96,49,61,90.7,0,Placed,13.16
20,Male,7.29,CIVIL,1,0,39,97,76,62,44,81.6,0,Not Placed,0.0
22,Male,7.83,MECH,2,3,60,89,50,88,90,94.6,0,Placed,12.65
24,Male,7.08,MECH,4,4,55,66,85,92,41,69.4,0,Placed,12.1
22,Male,7.62,CIVIL,2,3,84,92,57,100,46,89.5,0,Placed,13.73
20,Male,9.76,ECE,2,2,54,78,81,58,39,70.0,0,Placed,15.71
21,Male,7.5,AIML,3,1,81,100,78,43,73,92.0,0,Placed,13.86
23,Male,6.27,CSE,1,2,47,50,79,85,57,77.5,1,Not Placed,0.0
24,Female,8.79,MBA,2,0,53,89,99,71,49,99.6,0,Placed,13.87
21,Male,6.69,CSE,0,4,44,93,96,59,81,86.7,0,Not Placed,0.0
23,Female,9.08,MBA,0,0,37,81,59,85,37,89.7,0,Not Placed,0.0
24,Male,5.28,ECE,1,4,72,98,56,67,56,61.7,1,Not Placed,0.0
24,Female,6.66,AIML,4,4,53,47,46,93,68,88.1,0,Not Placed,0.0
20,Female,5.47,ECE,2,4,94,53,94,100,92,76.8,2,Not Placed,0.0
21,Male,5.43,AIML,2,1,55,85,87,99,67,72.9,1,Not Placed,0.0
24,Male,8.29,CIVIL,3,2,55,52,56,75,80,91.8,0,Placed,13.81
25,Male,6.93,CIVIL,2,1,95,46,43,62,36,69.1,0,Not Placed,0.0
24,Female,9.36,MBA,4,1,69,54,75,42,62,67.3,0,Placed,17.07
23,Male,7.58,MECH,2,1,43,77,99,63,76,74.2,0,Not Placed,0.0
20,Female,6.48,MECH,2,3,62,83,69,41,64,85.2,1,Not Placed,0.0
22,Male,8.6,MBA,3,3,86,82,40,57,97,70.3,0,Placed,16.25
20,Male,8.12,CIVIL,0,3,68,95,94,88,92,82.3,0,Placed,12.58
22,Female,9.0,MBA,0,1,30,57,74,71,32,75.4,0,Not Placed,0.0
21,Female,8.22,MECH,4,0,66,75,51,87,70,75.9,0,Placed,14.76
21,Male,5.84,MBA,1,3,47,70,56,85,61,68.1,3,Not Placed,0.0
